#{"t_start": 1692615987.8960552, "env_id": "DeepDefragmentation-v0"}
r,l,t,episode_service_blocking_rate,service_blocking_rate,reward,number_movements,number_defragmentation_procedure,number_arrivals,bit_rate_blocking_rate,number_movements_episode,number_defragmentation_procedure_episode,service_blocked_eopisode,number_options,existing_options
-169.961735,822,2176.506981,0.00641025641025641,0.011316484345529988,252.03826533155473,29844,9351,18556,0.020315765854856584,245,80,1,2,3
-256.045045,879,2195.353547,0.01675977653631285,0.011369095276220978,222.95495486156048,30066,9426,18734,0.020343536765898854,222,75,3,2,3
-254.12737,900,2212.81671,0.006097560975609756,0.011323949624298868,245.8726296917263,30303,9506,18897,0.020240770639538844,237,80,1,2,3
-163.374565,784,2230.720388,0.005847953216374269,0.011275435284245856,220.62543515862023,30533,9590,19067,0.02016861735586671,230,84,1,6,7
-257.150932,867,2248.467144,0.011904761904761904,0.011281518066025474,209.84906813071717,30766,9677,19234,0.020166683927672107,233,87,2,4,5
-149.248167,807,2266.61733,0.006134969325153374,0.011238851368768366,257.7518330947642,31004,9749,19396,0.02010894059217307,238,72,1,0,1
-233.703411,851,2285.67379,0.006134969325153374,0.011196891456618436,217.29658935462714,31242,9819,19558,0.020033293938102492,238,70,1,0,1
-368.400546,901,2305.225381,0.01948051948051948,0.011262175324675324,132.59945390688685,31489,9895,19711,0.020067151671689674,247,76,3,3,4
-217.845903,773,2325.322922,0.03164556962025317,0.011424832653882933,155.1540965399735,31732,9973,19868,0.020294905053933446,243,78,5,4,5
-194.138788,845,2343.51533,0.011299435028248588,0.011424295335495136,250.8612116774293,31956,10049,20044,0.020316790072839357,224,76,2,4,5
-261.754276,962,2361.787507,0.0,0.011345058211543226,300.2457243916011,32216,10114,20184,0.020186774489015766,260,65,0,4,5
-218.870636,841,2379.73208,0.005780346820809248,0.011298324900525618,222.1293638240104,32444,10185,20356,0.020118124340841263,228,71,1,5,6
-295.791124,910,2398.381048,0.01282051282051282,0.011310452418096724,214.20887649088579,32689,10261,20511,0.020175635564524782,245,76,2,0,1
-320.166976,940,2416.188156,0.005649717514124294,0.011262567672080432,219.83302449981335,32913,10332,20687,0.020059920760773765,224,71,1,5,6
-157.338618,807,2434.911374,0.0,0.011179885802024855,249.6613816779776,33160,10402,20840,0.01992835378428087,247,70,0,1,2
-365.09321,945,2452.997513,0.012048192771084338,0.011187279824811958,179.9067900983955,33395,10481,21005,0.019846329842998764,235,79,2,1,2
-179.080769,771,2472.861749,0.007874015748031496,0.011167897028203672,191.91923109198922,33669,10544,21131,0.019819456439595047,274,63,1,1,2
-151.248546,741,2493.986699,0.043478260869565216,0.01137806196812262,189.7514535176141,33932,10606,21268,0.020125936504275466,263,62,6,3,4
-156.540181,795,2512.138337,0.017543859649122806,0.011427771817715378,238.45981917719317,34162,10679,21438,0.020162668390742225,230,73,3,4,5
-327.865664,875,2531.922633,0.027972027972027972,0.011537926880126037,147.1343355798857,34420,10750,21580,0.020288016860947538,258,71,4,4,5
-191.979555,819,2550.426472,0.006896551724137931,0.011507479861910242,227.02044499292455,34676,10818,21724,0.020205433182976875,256,68,1,5,6
-228.382541,827,2569.063641,0.029585798816568046,0.011647558580368153,198.61745877398684,34908,10896,21892,0.020529049924682848,232,78,5,1,2
-180.331361,813,2587.468102,0.005681818181818182,0.011600507522204097,232.66863896634536,35133,10967,22067,0.020389707504054746,225,71,1,0,1
-301.771701,889,2606.425018,0.006097560975609756,0.011560433628716657,187.22829894221923,35370,11043,22230,0.020339698958281412,237,76,1,4,5
-269.832236,884,2624.297526,0.005747126436781609,0.011515800749866096,214.1677644439341,35597,11132,22403,0.020287063115750476,227,89,1,8,9
-200.978952,874,2641.908083,0.00641025641025641,0.01148100536371293,273.02104756938553,35842,11208,22558,0.02024177861177736,245,76,1,1,2
-230.315297,873,2659.564864,0.012269938650306749,0.011487170459046696,242.68470260484702,36080,11286,22720,0.02028777174799395,238,78,2,0,1
-313.971214,878,2677.855157,0.011560693641618497,0.011488227842571965,164.02878610303256,36308,11371,22892,0.020250253644758662,228,85,2,4,5
-200.761129,824,2696.078473,0.018404907975460124,0.01153762741270874,223.23887076663814,36546,11441,23054,0.02037142067416642,238,70,3,6,7
-259.321498,847,2714.644694,0.020689655172413793,0.011595327384801069,187.67850248171106,36802,11505,23198,0.020481213357829226,256,64,3,0,1
-168.444661,801,2734.68163,0.0,0.011522316456780604,232.55533939357989,37055,11576,23345,0.0203521049232057,253,71,0,2,3
-242.542536,866,2752.532021,0.005813953488372093,0.011481056257175661,223.45746432307783,37284,11649,23516,0.020308651239398068,229,73,1,3,4
-105.208647,692,2772.880545,0.017094017094017096,0.011509330173909364,186.7913534215917,37568,11711,23632,0.020334151964637264,284,62,2,8,9
-210.356299,850,2791.353403,0.0,0.011426650983028062,239.64370132652385,37797,11784,23803,0.020189966823510753,229,73,0,2,3
-251.91448,918,2808.927654,0.01092896174863388,0.01142333027599433,266.08552025194837,38015,11861,23985,0.020220624115484764,218,77,2,11,11
-141.442319,750,2828.093148,0.014285714285714285,0.01144041450777202,208.55768116583224,38276,11920,24124,0.020279548119333583,261,59,2,9,10
-92.311255,739,2846.054707,0.006060606060606061,0.01140433941290296,246.68874535696548,38512,11994,24288,0.020225201337115344,236,74,1,7,8
-223.61443,823,2865.000784,0.038461538461538464,0.011577483226967764,199.38556951080201,38757,12058,24443,0.020611897970674736,245,64,6,3,4
-167.407921,821,2883.093577,0.0,0.01150733948684585,253.59207948059534,39008,12133,24592,0.020487153720589013,251,75,0,1,2
-216.88183,824,2901.642142,0.011627906976744186,0.01150864157648199,207.1181704936502,39237,12197,24763,0.020522621516332797,229,64,2,0,1
-174.976605,766,2921.713705,0.02666666666666667,0.01160036928511219,191.02339462265113,39488,12271,24912,0.020740924103213765,251,74,4,2,3
-269.208813,808,2941.043766,0.019867549668874173,0.011650640386226709,138.7911872810275,39738,12338,25062,0.020825019245298785,250,67,3,2,3
-165.00908,737,2960.79402,0.00625,0.011616842439140433,171.99092021330176,39979,12408,25221,0.02078030027533898,241,70,1,4,5
-103.734504,743,2979.537737,0.006756756756756757,0.011588947140210493,239.2654963122349,40232,12482,25368,0.020755065117979053,253,74,1,3,4
-123.434539,799,2997.940897,0.0,0.01151090403664696,275.56546142588036,40460,12555,25540,0.0206062312006777,228,73,0,1,2
-286.733896,836,3016.86176,0.029585798816568046,0.011630168423509278,149.26610431429532,40692,12621,25708,0.020721989327356444,232,66,5,6,7
-204.181644,816,3035.286448,0.02631578947368421,0.011716937354988398,211.8183555948216,40941,12683,25859,0.02092364883196987,249,62,4,5,6
-36.572453,678,3055.164559,0.0,0.011663715451535914,241.42754733667886,41223,12749,25977,0.020823201097228752,282,66,0,3,4
-237.30346,850,3073.026057,0.0055248618784530384,0.011621683614955271,212.69654017298214,41443,12825,26157,0.02074871913854213,220,76,1,6,7
-210.141713,837,3091.777931,0.018867924528301886,0.011665906672746617,226.8582872632096,41685,12890,26315,0.020676837806289396,242,65,3,2,3
-205.112837,853,3109.800385,0.006172839506172839,0.011632737847943497,247.88716276440718,41924,12961,26476,0.020635547043585493,239,71,1,2,3
-203.700421,805,3129.043789,0.0125,0.011638384141763028,201.2995785699035,42165,13037,26635,0.020619774324075305,241,76,2,3,4
-348.567854,925,3147.476062,0.011428571428571429,0.011637448713166729,176.43214620566468,42391,13112,26809,0.020639992811318092,226,75,2,1,2
-137.81255,786,3166.615662,0.0,0.01157012534302455,248.18744957315235,42635,13177,26965,0.02052562376336531,244,65,0,7,8
-165.519693,769,3185.921715,0.01282051282051282,0.011577744183474062,203.48030725522895,42880,13249,27120,0.020494818998949275,245,72,2,4,5
-158.419032,787,3204.501137,0.006578947368421052,0.011550308008213552,228.58096780922557,43129,13322,27271,0.02039674955239931,249,73,1,3,4
-193.949781,815,3223.563908,0.0196078431372549,0.011595682613768962,221.05021857025514,43377,13386,27423,0.020509474514677786,248,64,3,2,3
-209.759635,853,3241.881805,0.02976190476190476,0.01170671595810228,243.24036455926284,43610,13458,27590,0.02072696397032615,233,72,5,6,7
-151.808333,788,3261.314686,0.006369426751592357,0.01167693804735647,236.19166652824094,43854,13530,27746,0.02069121936273697,244,72,1,2,3
-192.844201,786,3281.272663,0.030120481927710843,0.011787044998566925,193.1557988427908,44089,13602,27911,0.020743053479209187,235,72,5,3,4
-137.765072,813,3299.456713,0.0,0.011717358786238335,275.2349279093527,44323,13675,28077,0.0206264714626866,234,73,0,1,2
-220.590575,830,3318.201514,0.02127659574468085,0.011781355032725985,209.40942485398352,44536,13743,28264,0.020786032084180266,213,68,4,1,2
-302.799985,875,3336.38635,0.022727272727272728,0.011849507735583685,172.20001547007334,44761,13821,28439,0.020951214735897273,225,78,4,3,4
-92.213144,700,3356.189722,0.006944444444444444,0.011825210789630199,207.78685578150873,45018,13889,28582,0.020877014884851768,257,68,1,3,4
-89.937493,675,3375.83397,0.01948051948051948,0.011866648106904232,185.06250664972103,45265,13958,28735,0.020895081623470996,247,69,3,5,6
-273.174897,850,3393.504247,0.032432432432432434,0.011998616874135547,176.82510307408862,45481,14028,28919,0.02103253571486353,216,70,6,8,9
-163.03604,824,3411.534818,0.0,0.011930958602668134,260.9639599831074,45717,14101,29083,0.020919212244302408,236,73,0,4,5
-133.021094,761,3429.199002,0.005076142131979695,0.011885245901639344,227.9789055901051,45921,14175,29279,0.020811258405979707,204,74,1,1,2
-169.043441,773,3448.708687,0.041666666666666664,0.012031404003670598,203.9565586248431,46178,14239,29422,0.02099038533166863,257,64,6,0,1
-139.564966,774,3466.86026,0.006172839506172839,0.011999729583558681,234.4350339507451,46417,14315,29583,0.020950684859940494,239,76,1,1,2
-110.378995,764,3485.149233,0.0,0.011934377731459693,253.62100534828346,46655,14390,29745,0.0208381164675734,238,75,0,2,3
-86.890775,727,3504.792534,0.0,0.011876881900301103,240.109224579519,46911,14462,29889,0.020735499967375445,256,72,0,4,5
-195.829466,788,3522.601697,0.005494505494505495,0.011838648531808054,192.17053375353268,47130,14534,30070,0.02063891149576885,219,72,1,3,4
-66.897755,735,3541.206573,0.0,0.011778718898888301,268.10224496284377,47377,14601,30223,0.020545558514742265,247,67,0,5,6
-154.027637,808,3559.542672,0.0,0.011717464288065301,253.97236328446994,47619,14673,30381,0.02044242531980452,242,72,0,4,5
-162.345786,818,3577.797165,0.0,0.011659897812131535,255.6542141991558,47869,14750,30531,0.02035364325905776,250,77,0,1,2
-160.37921,767,3596.239725,0.012578616352201259,0.011665037471489085,206.620790322638,48111,14820,30689,0.020384367915724955,242,70,2,2,3
-84.773308,724,3615.293436,0.0064516129032258064,0.011639216703410712,239.22669195563,48357,14888,30843,0.020296080588061028,246,68,1,4,5
-124.377272,720,3635.675869,0.014184397163120567,0.01165117479989672,195.62272814554808,48617,14944,30983,0.020346118383499198,260,56,2,4,5
-129.272145,798,3653.722512,0.015625,0.011676022453889334,268.7278553611284,48826,15021,31174,0.02042952312596692,209,77,3,4,5
-96.63281,730,3673.499063,0.013888888888888888,0.011686570023628584,233.36719039756076,49083,15092,31317,0.020383125460741815,257,71,2,3,4
