#{"t_start": 1684749188.9821494, "env_id": "DeepDefragmentation-v0"}
r,l,t,episode_service_blocking_rate,service_blocking_rate,reward,number_movements,number_defragmentation_procedure,number_arrivals,bit_rate_blocking_rate,number_movements_episode,number_defragmentation_procedure_episode,service_blocked_eopisode,number_options,existing_options
-586.986046,1167,2596.754382,0.0,0.012426219322771047,180.01395402776043,25163,4895,6437,0.02055019841713754,299,71,0,1,2
-221.760553,792,2629.948593,0.012048192771084338,0.012423312883435582,170.23944746492785,25481,4954,6519,0.02059326583863215,318,59,1,8,9
-197.857929,789,2663.253171,0.0125,0.012426125170480376,191.14207075171484,25802,5018,6598,0.020404854903738282,321,64,1,6,7
-195.93194,806,2697.494913,0.0,0.01229754049190162,210.06805957950334,26133,5074,6667,0.02021572495747107,331,56,0,2,3
-273.140454,861,2730.588452,0.0,0.01213556311972769,187.85954576137672,26444,5146,6756,0.019936942524079966,311,72,0,7,8
-247.33431,875,2762.425341,0.0,0.01197429906542056,227.6656898686099,26753,5218,6847,0.01966727326859976,309,72,0,2,3
-161.318622,756,2795.219786,0.0,0.011854850368656931,194.6813784549139,27084,5273,6916,0.019473507178642872,331,55,0,1,2
-142.235345,724,2829.495752,0.0,0.011707595659623073,181.76465455473743,27397,5337,7003,0.01924831158832046,313,64,0,10,11
-58.999767,643,2864.263941,0.0,0.011588468061051441,184.00023269744466,27725,5397,7075,0.019062674003410184,328,60,0,9,10
-276.383775,874,2896.815867,0.0,0.011458915595304639,197.61622495197545,28045,5460,7155,0.018849635784804215,320,63,0,6,7
-415.326064,943,2927.730016,0.02040816326530612,0.01158141458706742,127.67393639702675,28348,5525,7252,0.019185519563716873,303,65,2,6,7
-97.499206,620,2962.89323,0.05,0.012002182214948172,122.50079410263507,28669,5592,7331,0.019768864184269073,321,67,4,11,11
-286.734781,855,2997.015615,0.0,0.011856642414443546,168.2652190800907,28979,5661,7421,0.019524786788610447,310,69,0,9,10
51.987339,515,3032.64905,0.0,0.011759989309100627,166.9873386171763,29318,5715,7482,0.019363551389228028,339,54,0,10,11
-253.148553,832,3063.465201,0.0,0.01164021164021164,178.85144706912158,29641,5772,7559,0.019191406765394225,323,57,0,3,4
-156.831571,737,3095.15982,0.0,0.011495754408883082,180.1684288252731,29946,5844,7654,0.01893094450797292,305,72,0,8,9
-236.698728,821,3127.889417,0.0,0.011372447660894288,184.301271887512,30263,5903,7737,0.01874051347628946,317,59,0,2,3
-353.069352,854,3160.123431,0.021739130434782608,0.011495721037169499,100.93064759901142,30572,5970,7828,0.019055383792443314,309,67,2,7,8
-122.450302,629,3193.742655,0.034482758620689655,0.011666243976667512,106.54969769988008,30915,6020,7885,0.019463391590598372,343,50,2,6,7
-350.338977,921,3227.17591,0.0125,0.011676082862523541,170.66102318596384,31236,6081,7964,0.01954090909395095,321,61,1,4,5
-361.765346,965,3259.546812,0.01904761904761905,0.011773453959598463,203.23465447862293,31532,6154,8068,0.01954439118891305,296,73,2,4,5
-233.499282,833,3292.760975,0.011764705882352941,0.011774806819575616,199.50071791530135,31848,6218,8152,0.01962193758784905,316,64,1,8,9
-91.544767,715,3327.874322,0.0,0.011671732522796352,223.4552331640224,32176,6269,8224,0.01945019485853549,328,51,0,7,8
-156.455047,757,3361.098374,0.011235955056179775,0.011668471069409358,200.54495340586027,32488,6332,8312,0.019302283376758128,312,63,1,5,6
-17.043191,642,3394.529927,0.0,0.01159593544530783,224.95680947157385,32836,6377,8364,0.019181736437843207,348,45,0,7,8
-506.533231,1093,3426.081279,0.0,0.011472501478415139,186.46676864669695,33146,6436,8454,0.018974961246320844,310,59,0,9,10
-231.690291,808,3459.866902,0.013157894736842105,0.011488862837045722,176.30970913321386,33471,6492,8529,0.019062488085944945,325,56,1,0,1
-372.117533,939,3491.416346,0.01098901098901099,0.01148491879350348,166.88246734093394,33781,6556,8619,0.019116543481475203,310,64,1,10,11
-92.488526,678,3525.8404,0.025974025974025976,0.011614535418583257,185.5114740362777,34105,6617,8695,0.0194442621331889,324,61,2,2,3
-361.431007,958,3558.148519,0.021052631578947368,0.011717861205915813,196.56899268698186,34411,6684,8789,0.019592369530286587,306,67,2,4,5
-273.757547,844,3594.145271,0.012658227848101266,0.011727559765448805,170.2424527720937,34733,6748,8867,0.0196490688324307,322,64,1,3,4
-287.924508,846,3626.167128,0.0,0.011626607043040804,158.07549215871566,35056,6809,8944,0.01950258275029358,323,61,0,1,2
-214.009944,793,3657.499719,0.0,0.011519716437749225,178.99005629255203,35373,6868,9027,0.01931937887310713,317,59,0,2,3
-172.075269,731,3692.901415,0.0,0.011431083754671357,158.92473092479688,35703,6924,9097,0.01916426234292777,330,56,0,7,8
-66.184483,640,3731.661278,0.014492753623188406,0.011455378572987127,173.8155171223691,36035,6981,9165,0.019245293769815822,332,57,1,1,2
-172.11647,707,3769.533308,0.017543859649122806,0.011494252873563218,134.88352950865087,36379,7027,9221,0.01924298223462454,344,46,1,5,6
-430.673615,968,3802.254885,0.03260869565217391,0.01170406958015677,137.3263849389264,36688,7088,9312,0.01960446981911876,309,61,3,4,5
-381.617892,908,3836.481406,0.06542056074766354,0.012315532434441024,126.38210770938011,36982,7153,9418,0.020832145411762315,294,65,7,6,7
-218.945715,741,3870.631816,0.061224489795918366,0.01282051282051282,122.05428482115435,37285,7228,9515,0.02172212322865578,303,75,6,4,5
-454.340367,993,3903.880152,0.011111111111111112,0.012805830296720458,138.6596331717924,37596,7296,9604,0.021641655149357862,311,68,1,6,7
-268.511252,783,3936.863685,0.013157894736842105,0.0128099173553719,114.48874793601993,37921,7356,9679,0.021594581243705016,325,60,1,5,6
-283.563356,873,3969.6832,0.011764705882352941,0.012802130274477673,189.4366436782256,38237,7423,9763,0.021634865594078696,316,67,1,7,8
-473.203453,1031,4000.78721,0.010101010101010102,0.012776313121070776,157.7965465623659,38539,7492,9861,0.021628898797789214,302,69,1,6,7
-120.00625,671,4035.193492,0.04285714285714286,0.012989628436209847,150.99374978823198,38870,7546,9930,0.021903271084843846,331,54,3,2,3
-415.26602,991,4067.197968,0.05825242718446602,0.013455596531446228,175.73397961730953,39168,7613,10032,0.02252251058690483,298,67,6,4,5
-402.345328,1020,4098.631932,0.0,0.013324121594946704,217.65467242440823,39469,7677,10131,0.022309699574960852,301,64,0,1,2
-189.232472,727,4134.302787,0.05,0.013612770541572814,137.76752795350328,39790,7736,10210,0.02294483717750407,321,59,4,6,7
-21.491555,558,4172.056343,0.020833333333333332,0.013647884577890427,136.5084445657735,40143,7776,10257,0.023043849078841553,353,40,1,2,3
-196.925159,777,4204.883291,0.0,0.013555383423702556,180.07484081241537,40473,7831,10327,0.022894467821954097,330,55,0,5,6
-267.489563,900,4237.509231,0.0,0.013438279900172777,232.510436992691,40783,7902,10417,0.022705228478377224,310,71,0,4,5
-317.642818,932,4269.069906,0.0,0.013321914549433819,214.3571822912147,41092,7974,10508,0.022505425324722942,309,72,0,4,5
-277.299565,896,4300.937987,0.0,0.013228763110649154,218.70043497148214,41418,8029,10582,0.02233934621518764,326,55,0,5,6
-148.534807,712,4336.808292,0.012987012987012988,0.013228257810301155,163.46519294936482,41742,8093,10658,0.022386188170619648,324,64,1,4,5
-319.298379,898,4367.757411,0.0,0.013111400409150084,178.70162125643688,42047,8166,10753,0.022175018680848143,305,73,0,5,6
-448.429176,995,4400.322332,0.02830188679245283,0.013260889584676305,146.57082428460723,42342,8238,10858,0.02234827016075595,295,72,3,9,10
-170.338633,752,4433.426427,0.011627906976744186,0.013249269005847953,181.66136715599004,42657,8301,10943,0.02237428539395972,315,63,1,8,9
-232.67176,842,4465.578107,0.0,0.013157894736842105,209.32824029986946,42981,8359,11019,0.022208294533050132,324,58,0,3,4
-167.811623,782,4498.06502,0.0,0.01306424002162357,214.18837694331748,43302,8431,11098,0.022053185010914175,321,72,0,9,10
-22.100062,654,4532.305073,0.0,0.012970748725288488,231.89993823707434,43622,8497,11178,0.02189086761438453,320,66,0,1,2
-330.646989,928,4563.229626,0.012195121951219513,0.012966252220248668,197.35301133656242,43941,8561,11259,0.021910181449285467,319,64,1,7,8
-238.686298,819,4596.383725,0.0,0.012866837049440381,180.31370190032064,44254,8632,11346,0.021735055746912337,313,71,0,5,6
-108.01016,688,4630.055431,0.0,0.012785708030475523,179.98983969914107,44582,8687,11418,0.021594751500138624,328,55,0,5,6
-409.743162,979,4661.646813,0.008849557522123894,0.012748243864365624,169.25683802255585,44870,8757,11530,0.021593986097893043,288,70,1,9,10
-258.961129,845,4694.504734,0.0,0.012650602409638554,186.03887126957284,45181,8815,11619,0.021428235286592368,311,58,0,6,7
-456.484097,1004,4725.864275,0.0196078431372549,0.012712225919290164,147.51590322858377,45480,8885,11720,0.021460577959624232,299,70,2,8,9
-204.818436,813,4758.844043,0.012048192771084338,0.012708633398288571,208.18156374141398,45798,8943,11802,0.021390364719199785,318,58,1,6,7
-26.403761,595,4794.587807,0.0,0.012636899747262006,168.59623864423108,46131,8997,11869,0.021271832116980777,333,54,0,7,8
-288.24398,864,4827.479172,0.009523809523809525,0.012610656422248205,175.75602010008055,46427,9066,11973,0.02108472745227094,296,69,1,1,2
-335.452942,913,4860.569604,0.0,0.012513466478826552,177.54705799559028,46734,9129,12066,0.020932060324705844,307,63,0,4,5
-353.30946,919,4892.850138,0.0,0.012413679710621506,165.69053951023002,47037,9205,12163,0.020772538094962288,303,76,0,1,2
-303.880895,874,4925.950123,0.0,0.012314467460446909,170.11910542229455,47339,9274,12261,0.020595846029427448,302,69,0,8,9
-190.476734,743,4958.805521,0.012345679012345678,0.012315670069680765,152.52326631397497,47659,9336,12341,0.02054558610895337,320,62,1,1,2
-471.334338,1070,4990.776994,0.008771929824561403,0.012284223203532717,198.66566156926285,47946,9401,12454,0.02053134090059898,287,65,1,8,9
-52.914514,624,5024.552008,0.0,0.012229238270322117,171.0854862910809,48290,9451,12510,0.020446166682399913,344,50,0,9,10
-224.092176,737,5058.643465,0.04878048780487805,0.01246823379923761,112.9078240088346,48609,9514,12591,0.020809677214580564,319,63,4,4,5
-98.416438,639,5093.782372,0.039473684210526314,0.012631246546143523,140.58356172735154,48934,9578,12666,0.021099682000634244,325,64,3,6,7
-92.643332,643,5127.920823,0.013513513513513514,0.012637362637362638,150.3566680966352,49261,9641,12739,0.021067056815816165,327,63,1,5,6
-466.607535,1044,5160.098374,0.017543859649122806,0.012681864156228118,177.39246508664382,49548,9709,12852,0.021122402469468247,287,68,2,19,11
-15.171914,662,5192.87145,0.0,0.012621960662846524,246.82808566792602,49887,9764,12913,0.02101166454570365,339,55,0,2,3
-169.953045,803,5225.130773,0.0,0.012540390829358363,233.04695549420572,50203,9826,12997,0.020866373452766544,316,62,0,5,6
-407.093283,1009,5257.350383,0.009174311926605505,0.012513352662902488,201.90671694470996,50495,9892,13105,0.02077449746894011,292,66,1,14,11
-256.496992,852,5290.611055,0.011627906976744186,0.012508528542187855,195.503007868281,50810,9947,13190,0.020723926434470505,315,55,1,15,11
-260.99075,850,5324.475957,0.0,0.012434061793519217,189.00925005848472,51131,10001,13269,0.020602526260250952,321,54,0,4,5
-129.25057,656,5360.601256,0.0273972602739726,0.012516864038375056,126.74943041658209,51459,10060,13341,0.020654923622374078,328,59,2,3,4
-55.986595,587,5400.262762,0.06557377049180328,0.01275928965825996,131.01340457499305,51799,10110,13401,0.021196802243308503,340,50,4,4,5
-80.820166,556,5437.386437,0.03508771929824561,0.012854807549412988,75.17983382068368,52143,10163,13457,0.02140864147046334,344,53,2,5,6
-114.742429,701,5472.33461,0.0,0.01277978872719214,186.2575712985998,52464,10222,13536,0.021290717520619767,321,59,0,7,8
-172.449593,723,5504.857002,0.03614457831325301,0.012923122108818562,150.5504071737735,52782,10280,13618,0.021627699919352365,318,58,3,14,11
-100.657301,693,5540.061101,0.0,0.01286831907582072,192.34269922860526,53124,10333,13676,0.021522402812054555,342,53,0,9,10
-270.11391,850,5572.169438,0.0,0.012798138452588714,179.88608975856508,53449,10396,13751,0.021418126040865168,325,63,0,6,7
-175.063329,723,5603.213424,0.0,0.012723198149352997,147.93667128168295,53768,10460,13832,0.021315670538567012,319,64,0,0,1
-114.811175,695,5637.784367,0.0,0.012646403678953798,180.18882515127282,54084,10531,13916,0.021189979004040554,316,71,0,4,5
-299.606799,886,5670.112503,0.0,0.012564249000571102,186.39320105468676,54393,10601,14007,0.021053817261181863,309,70,0,6,7
-421.932247,1015,5699.891708,0.008928571428571428,0.012536298604717049,193.06775330026193,54682,10676,14118,0.021046700038754442,289,75,1,5,6
-180.684371,763,5733.30102,0.023529411764705882,0.012602971203266915,182.3156288471706,54998,10736,14202,0.021098926005022736,316,60,2,3,4
-333.635006,870,5765.574701,0.07692307692307693,0.013013363184775764,136.36499446096474,55308,10803,14292,0.021793913345473186,310,67,7,17,11
-158.626782,760,5799.154788,0.0,0.012936430657949645,201.37321798900786,55623,10863,14377,0.021671818637837743,315,60,0,7,8
-216.720263,792,5834.225219,0.012195121951219513,0.012933121239366484,175.27973735606994,55942,10922,14458,0.02168259104032852,319,59,1,12,11
-315.539362,904,5866.07076,0.0,0.012842524551885172,188.46063823962916,56240,10986,14560,0.021534312489792116,298,64,0,9,10
-343.887291,889,5899.838546,0.0,0.0127679912604124,145.11270927364268,56555,11048,14645,0.021415127544809887,315,62,0,3,4
-211.081574,783,5934.05426,0.0,0.0127029413762652,171.91842637942747,56880,11106,14720,0.02131258907996217,325,58,0,8,9
-345.468968,806,5967.573272,0.07407407407407407,0.013039659482467401,60.531032153660895,57200,11163,14800,0.021869846850223047,320,57,6,2,3
-179.497188,721,6003.147714,0.012345679012345678,0.013036758282373497,141.50281237020894,57520,11221,14880,0.02189000822566,320,58,1,8,9
-314.914645,877,6035.260776,0.009900990099009901,0.013016487550897803,162.08535478374267,57820,11285,14980,0.021815988326147964,300,64,1,8,9
-217.865081,802,6067.628194,0.0,0.012938756552319023,184.13491923034698,58130,11350,15070,0.02169173755739785,310,65,0,4,5
-319.225832,901,6098.717928,0.0,0.012861948420288899,181.77416788602633,58440,11411,15160,0.02156663233016452,310,61,0,3,4
-279.356323,879,6130.417342,0.0,0.01278185631882538,199.6436765201994,58745,11479,15255,0.021425091525421373,305,68,0,2,3
-154.808974,712,6164.717577,0.0,0.012718497260631359,157.19102568206455,59069,11536,15331,0.021322175304221133,324,57,0,7,8
-295.203008,877,6196.487034,0.011111111111111112,0.01270994098955969,181.7969917775692,59380,11599,15420,0.021330669690286234,311,63,1,2,3
-190.7124,778,6229.022125,0.0125,0.012709677419354838,187.28760005320936,59701,11658,15499,0.02125187192432967,321,59,1,3,4
-181.991983,717,6262.865409,0.05,0.012901983439245137,135.00801676348678,60022,11716,15578,0.02161500081056253,321,58,4,13,11
-95.232186,641,6297.297328,0.0,0.012850019179133103,145.76781410444192,60359,11766,15641,0.02153085022145292,337,50,0,10,11
-195.397294,779,6328.995671,0.0,0.012780568449163858,183.60270567002573,60674,11832,15726,0.021419903873129507,315,66,0,0,1
-114.716013,672,6361.832845,0.025974025974025976,0.01284566221603493,157.28398746886293,60998,11896,15802,0.021581762204503283,324,64,2,3,4
-324.759645,869,6393.148098,0.022988505747126436,0.012902007678267984,144.24035514870957,61312,11956,15888,0.021653667248428526,314,60,2,7,8
-71.789543,659,6426.569248,0.015625,0.012913741223671013,187.21045704350632,61649,12007,15951,0.021613538640923427,337,51,1,0,1
-289.413365,899,6456.571311,0.0,0.012833291801644655,209.58663526387198,61949,12074,16051,0.021496492703575253,300,67,0,3,4
-234.450288,822,6487.216079,0.0,0.012754628196396507,187.5497123662791,62250,12143,16150,0.021373687906727983,301,69,0,4,5
-206.789617,776,6519.718554,0.0,0.012694891230664942,169.21038268957867,62574,12201,16226,0.021279370679772928,324,58,0,2,3
-191.624963,739,6554.619022,0.025,0.012756040721206917,147.3750368902115,62895,12256,16305,0.021437858998744633,321,55,2,6,7
-171.014426,734,6588.459612,0.0,0.012696862409962154,162.98557405161134,63219,12312,16381,0.021332376883213492,324,56,0,12,11
-440.47418,1033,6618.861885,0.0,0.012622125128952,192.52581953576038,63522,12383,16478,0.021214260489872364,303,71,0,5,6
-215.225534,804,6651.581805,0.0,0.012552806276403138,188.77446605582634,63831,12452,16569,0.02108934296936029,309,69,0,5,6
-78.647117,656,6686.224574,0.0,0.012494743797681264,177.3528829130539,64154,12510,16646,0.020987254462657815,323,58,0,9,10
-265.100018,876,6718.407768,0.0,0.012429783673957213,210.8999817355625,64467,12573,16733,0.0208775476389838,313,63,0,1,2
-364.23964,934,6751.164836,0.0,0.012360351794628001,169.7603597914773,64773,12635,16827,0.020748710447180362,306,62,0,5,6
-278.978635,843,6781.441511,0.0,0.012295324230064433,164.0213647057059,65084,12706,16916,0.020642770128188784,311,71,0,3,4
-379.01516,1001,6811.473735,0.0,0.012217327459618208,221.98484026298587,65376,12774,17024,0.020514889482648107,292,68,0,2,3
-158.670193,728,6846.10751,0.0,0.012165877054453997,169.32980726595937,65704,12835,17096,0.02042840124355955,328,61,0,11,11
-244.040951,812,6878.091969,0.0,0.01210710128055879,167.95904916261046,66021,12897,17179,0.020328833535233508,317,62,0,2,3
-8.003022,606,6913.667538,0.0,0.0120530799096019,197.99697781126338,66344,12958,17256,0.020240173150227848,323,61,0,8,9
-57.170494,660,6946.323749,0.0,0.012009237875288684,202.82950599512233,66681,13010,17319,0.020162147724599136,337,52,0,1,2
